ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_result,usd_funding_goal,company_address
12880580ID,Glow - an illuminating crystal that floats in mid air,Product Design,Design,USD,2016-12-09,15000.0,2016-11-07 19:18:24,25259.0,successful,188,US,62768$ usd,25259.0,15000.0,"Cummings Hill, 88704"
2102521210ID,Buddha Bubbles Boba...Tea Lounge.,Restaurants,Food,USD,2015-02-11,37000.0,2015-01-12 22:58:40,35.0,failed,2,US,65056$ usd,35.0,37000.0,"Roberto Ports, 49812"
77054794ID,The Urban Grower's Market,Food,Food,USD,2011-03-23,400.0,2011-02-21 19:53:25,470.0,successful,16,US,72176$ usd,470.0,400.0,"Tiffany Mount, 50071"
1169315098ID,NuVision Ultra-Lightweight Custom Concrete Furniture,Architecture,Design,USD,2016-03-20,10000.0,2016-02-19 17:03:40,472.0,canceled,4,US,90501$ usd,472.0,10000.0,"Teresa Lights, 46657"
1289078406ID,"""MAGICTWEE"" tweezers with 100% Performance & safety system.",Product Design,Design,EUR,2016-03-16,6000.0,2016-01-16 10:01:37,8214.4,successful,236,LU,75596$ usd,9265.06,6767.43,"Russell Oval, 29102"
1749044385ID,"This Is Then, That Was Now (Rebooted)",Art Books,Publishing,USD,2015-08-16,15000.0,2015-07-17 23:57:02,15830.0,successful,188,US,94971$ usd,15830.0,15000.0,"Choi Port, 01605"
1551427810ID,Too Far Gone's First Full Studio Album Kickstarter!,Country & Folk,Music,USD,2012-07-30,5000.0,2012-06-30 20:37:49,750.0,failed,11,US,91974$ usd,750.0,5000.0,"Cynthia Skyway, 30864"
2065600720ID,Sorghum & Spear - Book One,Comic Books,Comics,USD,2017-04-18,4000.0,2017-03-18 00:46:51,6438.0,successful,217,US,69573$ usd,6438.0,4000.0,"Payne Lakes, 96451"
1538109538ID,Bake of Hungary,Food,Food,GBP,2017-08-30,30000.0,2017-07-31 12:33:25,46.0,failed,3,GB,86188$ usd,59.55,38837.97,"David Passage, 40908"
338075648ID,"""Trouble Train"" CD Production! By John VanWagoner",Blues,Music,USD,2014-08-30,600.0,2014-07-31 19:51:27,25.0,failed,1,US,65633$ usd,25.0,600.0,"Bethany Village, 07609"
778556520ID,Cape Cod Public Wildlife Sanctuary at Twin Brooks Golf,Design,Design,USD,2013-03-01,20000.0,2013-01-30 23:02:18,85.0,failed,4,US,62635$ usd,85.0,20000.0,"Howard Squares, 84982"
1766783628ID,Brasii | The Most Versatile Automated Home Brewery,Product Design,Design,USD,2017-03-12,50000.0,2017-02-07 14:48:18,12550.0,canceled,25,US,57241$ usd,12550.0,50000.0,"Kenneth Freeway, 73452"
192815178ID,Support the indie doc about Japan's first LGBT law firm,Documentary,Film & Video,GBP,2016-12-09,30000.0,2016-11-03 17:35:16,31408.95,successful,857,GB,72076$ usd,39512.59,37740.12,"James Port, 23097"
789347235ID,Art and Music Extravaganza Veterans Day at the Avalon,Music,Music,USD,2015-10-01,10000.0,2015-09-11 20:00:17,0.0,failed,0,US,79275$ usd,0.0,10000.0,"Collins Ways, 11065"
1344563201ID,Uganda: The Orphan Story,Art Books,Publishing,USD,2012-10-15,5000.0,2012-09-18 22:16:12,5077.0,successful,62,US,93448$ usd,5077.0,5000.0,"Henry Village, 24638"
1815715935ID,The Donald App,Apps,Technology,USD,2016-09-04,17729.0,2016-08-05 04:00:20,409.0,failed,11,US,93374$ usd,409.0,17729.0,"Osborne Island, 67655"
1226424821ID,Andy & Toto Show,Webseries,Film & Video,USD,2013-02-19,5000.0,2013-01-20 13:19:01,283.0,failed,18,US,91691$ usd,283.0,5000.0,"Roberts Village, 79851"
447047499ID,Oil Paint Landscapes!  Normal Art for Normal People,Painting,Art,USD,2015-10-10,75.0,2015-09-25 16:43:30,5.0,failed,1,US,92770$ usd,5.0,75.0,"Bradley Park, 74199"
759393670ID,Bards of the Midwest (Canceled),Fiction,Publishing,USD,2015-04-30,200000.0,2015-03-31 01:39:15,0.0,canceled,0,US,51082$ usd,0.0,200000.0,"Regina Crossing, 52692"
1002371950ID,PHANTOM-LIMBED: A Romantic Comedy,Film & Video,Film & Video,USD,2012-09-15,5000.0,2012-08-16 09:38:37,5975.0,successful,40,US,95331$ usd,5975.0,5000.0,"Teresa Walk, 90733"
267517714ID,Affordable Shipping Container Homes (Canceled),Architecture,Design,USD,2015-09-24,100000.0,2015-08-24 14:44:33,1026.0,canceled,6,US,78715$ usd,1026.0,100000.0,"Campos Squares, 14898"
1454275713ID,Shots Fired Feature Film,Film & Video,Film & Video,USD,2011-11-19,20000.0,2011-10-20 13:04:04,0.0,failed,0,US,92508$ usd,0.0,20000.0,"Kyle River, 97378"
780563820ID,"Bunker, a film about ordinary people in an extraordinary situation... and a goat.",Shorts,Film & Video,USD,2010-07-19,9972.0,2010-05-25 00:34:39,3225.0,failed,13,US,79143$ usd,3225.0,9972.0,"Barry Turnpike, 07883"
1344515976ID,Rescue the Princess,Video Games,Games,USD,2015-12-03,14000.0,2015-10-19 20:21:08,11.0,failed,2,US,87030$ usd,11.0,14000.0,"Jeffery Springs, 62762"
1490779690ID,Nida' Mohammed (Mohammed's Cry),Documentary,Film & Video,USD,2011-12-25,23000.0,2011-11-10 04:37:56,365.0,failed,7,US,73219$ usd,365.0,23000.0,"Williams River, 43862"
604827252ID,The Truth of our Great Nation,Web,Journalism,USD,2015-03-16,3000.0,2015-02-04 08:42:59,0.0,failed,0,US,83857$ usd,0.0,3000.0,"John Stravenue, 27902"
1560709647ID,Going for the Gold,Film & Video,Film & Video,CAD,2017-04-28,4500.0,2017-03-14 17:33:33,1.0,failed,1,CA,66365$ usd,0.73,3297.91,"Kimberly Run, 95258"
181667885ID,The Tom Drury Quartet Debut Release 'By George',Jazz,Music,USD,2014-06-07,4500.0,2014-05-08 03:07:45,525.0,failed,8,US,66638$ usd,525.0,4500.0,"Pearson Expressway, 05440"
503611503ID,VIDRIVE!  A Fusion of Technology and Style!,Technology,Technology,USD,2013-10-30,100000.0,2013-09-20 22:24:37,2238.0,failed,52,US,76770$ usd,2238.0,100000.0,"Clark Brooks, 71570"
2032775861ID,Connect it ! Mobile Green Tea Machine,Technology,Technology,USD,2013-03-25,120000.0,2013-01-24 13:55:31,2592.0,failed,38,US,75994$ usd,2592.0,120000.0,"Warren Cape, 22464"
699460615ID,The Preservation Society - A New Short Film,Shorts,Film & Video,CAD,2017-05-10,1750.0,2017-04-25 16:29:13,1773.0,successful,10,CA,85371$ usd,1290.58,1273.84,"Farmer Port, 84689"
589038213ID,Captain Blacks Barbecue,Food Trucks,Food,USD,2015-06-16,10000.0,2015-04-17 20:46:10,70.0,failed,2,US,67441$ usd,70.0,10000.0,"Steven Islands, 50277"
808561416ID,Collaboration Kids: merging dancers throughout Florida,Dance,Dance,USD,2011-06-19,3000.0,2011-05-18 07:46:40,3000.0,successful,48,US,65044$ usd,3000.0,3000.0,"Alyssa Avenue, 77296"
1636236995ID,Support Small Business And Big Dreams,Crafts,Crafts,USD,2016-11-07,220.0,2016-10-27 08:06:31,0.0,failed,0,US,96259$ usd,0.0,220.0,"Shawn Fields, 23666"
2078257699ID,Political Fight Club,Video Games,Games,GBP,2017-12-22,12000.0,2017-11-22 17:26:48,40.0,failed,2,GB,77982$ usd,53.53,16059.53,"Derek Harbors, 56292"
751076272ID,"ROSHANAI (""Illuminate"") for Burning Man 2016",Public Art,Art,USD,2016-08-01,20000.0,2016-06-30 02:31:30,21272.0,successful,250,US,76627$ usd,21272.0,20000.0,"Snow Crossing, 36737"
1324205753ID,Ravenna: A Rural Hideaway,Documentary,Film & Video,USD,2012-06-20,2500.0,2012-05-21 20:26:26,135.0,failed,4,US,66621$ usd,135.0,2500.0,"Conrad Plains, 42270"
1709478676ID,destroy EBgames,Games,Games,CAD,2015-03-25,10000.0,2015-02-23 19:10:28,2.0,failed,2,CA,54257$ usd,1.6,7994.24,"Sweeney Fork, 02891"
1478977881ID,VIVID Dream Journal - Designed to help you become lucid,Product Design,Design,USD,2016-03-01,4500.0,2016-01-26 01:29:35,139.0,failed,7,US,71980$ usd,139.0,4500.0,"Olson Village, 32096"
207142166ID,Happy Project: Spread Joy With The Worlds Happiest Sticker!,Conceptual Art,Art,USD,2016-07-01,258.0,2016-05-29 05:06:09,2.0,failed,2,US,98445$ usd,2.0,258.0,"Lamb Common, 81487"
863781855ID,School Bus WiFi,Web,Technology,USD,2016-07-23,15000.0,2016-06-23 08:06:19,1560.0,failed,3,US,93810$ usd,1560.0,15000.0,"Timothy Creek, 37307"
357567498ID,Let's Talk About Sim Racing,Web,Journalism,USD,2017-08-21,5000.0,2017-06-22 18:28:14,1.0,failed,1,US,94017$ usd,1.0,5000.0,"James Via, 08451"
2097854850ID,91 - A New Old RPG,Video Games,Games,USD,2011-02-07,500.0,2011-01-08 17:20:24,743.0,successful,27,US,80119$ usd,743.0,500.0,"Benton Shores, 37402"
858565553ID,"""Who Knew""",Comedy,Film & Video,USD,2014-09-11,20000.0,2014-08-12 04:37:17,54.0,failed,2,US,91322$ usd,54.0,20000.0,"Chris Green, 67134"
1468110383ID,Adorable Pandaring,Tabletop Games,Games,USD,2015-04-09,5000.0,2015-03-04 19:30:53,8885.0,successful,487,US,71538$ usd,8885.0,5000.0,"Kenneth Ville, 99283"
1374978237ID,Feature film contemplates the cost of revenge & the price of redemption,Narrative Film,Film & Video,USD,2010-09-06,55000.0,2010-07-29 22:44:55,10.0,failed,1,US,82458$ usd,10.0,55000.0,"Griffin Via, 39602"
374431549ID,SIGNIFIED: A new queer documentary,Webseries,Film & Video,USD,2011-12-01,20000.0,2011-10-07 22:55:17,20642.61,successful,118,US,77915$ usd,20642.61,20000.0,"Ramirez Rapids, 30105"
393061216ID,Sid Bernstein Presents... Finishing Funds (Canceled),Documentary,Film & Video,USD,2010-11-01,100000.0,2010-08-10 18:02:33,695.0,canceled,12,US,93554$ usd,695.0,100000.0,"Mason Bridge, 66543"
1881438461ID,Finish Stephen Simmons 7th studio album,Country & Folk,Music,USD,2012-03-07,5000.0,2012-01-07 18:30:02,5685.0,successful,103,US,57243$ usd,5685.0,5000.0,"Timothy Via, 19111"
200107451ID,Unique Candles,Candles,Crafts,USD,2017-11-26,1500.0,2017-10-27 19:39:32,52.0,failed,1,US,66414$ usd,52.0,1500.0,"Collins Estate, 10792"
495159901ID,Straight Fire :: Fitness and Lifestyle Brand,Apparel,Fashion,GBP,2016-04-02,10000.0,2016-03-03 11:46:30,110.0,failed,3,GB,99083$ usd,154.83,14075.39,"Tara Islands, 34706"
366073677ID,Doves and Dragons All Ages Hardcore Punk Venue,Punk,Music,USD,2017-01-09,5000.0,2016-11-10 02:06:25,0.0,canceled,0,US,67839$ usd,0.0,5000.0,"Jay Shoal, 25048"
1060097651ID,Jeremy Abram @ The Duplex New York,Musical,Theater,USD,2014-05-18,500.0,2014-05-12 19:41:31,595.0,successful,12,US,99281$ usd,595.0,500.0,"Compton Ferry, 88990"
1623204877ID,Pinn | All-In-One Handsfree Device For Your Smartphone,Gadgets,Technology,USD,2017-05-03,25000.0,2017-03-21 15:38:53,28335.2,successful,181,US,79633$ usd,28335.2,25000.0,"Anthony Fields, 83813"
186055479ID,Great Britain and its coasts - Photography by Train,Places,Photography,GBP,2014-10-31,350.0,2014-09-01 22:27:30,11.0,failed,2,GB,87059$ usd,17.57,558.93,"James Grove, 87375"
1087944081ID,Orlando Nerd Fest presents: #ONF2014 LIVE!,Music Videos,Film & Video,USD,2014-07-19,10000.0,2014-06-19 05:37:47,1550.0,failed,36,US,52714$ usd,1550.0,10000.0,"King Unions, 19754"
532238314ID,"Monster Buddies, Colorful, Furry Monsters you can wear .",Product Design,Design,USD,2014-06-01,50000.0,2014-05-03 04:51:54,320.0,failed,4,US,83397$ usd,320.0,50000.0,"Powell Mall, 08800"
2027366424ID,VEHICLES ECHO,Rock,Music,USD,2017-06-12,2000.0,2017-05-22 11:49:33,2280.0,successful,32,US,52452$ usd,2280.0,2000.0,"Bradford Springs, 54488"
1885587695ID,Flow of History - Deluxified™ and Updated,Tabletop Games,Games,USD,2017-06-10,20000.0,2017-05-09 17:43:16,155502.0,successful,4585,US,81298$ usd,155502.0,20000.0,"Terri Route, 64296"
215719325ID,Crazy Good Burgers Rebuild,Food,Food,USD,2013-05-29,8000.0,2013-05-14 17:03:06,8306.0,successful,49,US,94041$ usd,8306.0,8000.0,"Jason Extensions, 43938"
998431812ID,Lowell Artistry,Pottery,Crafts,USD,2014-07-30,15000.0,2014-07-10 19:25:36,11.0,failed,3,US,59935$ usd,11.0,15000.0,"Ryan Inlet, 05360"
578284372ID,The Bliss (An independent film project),Action,Film & Video,USD,2015-05-11,9000.0,2015-04-11 21:47:42,0.0,failed,0,US,78248$ usd,0.0,9000.0,"Kelli Heights, 51282"
847061635ID,My Grandma's Recipe: Sweet Potato Pies!,Food,Food,USD,2010-01-25,10000.0,2009-12-26 22:58:48,0.0,failed,0,US,96774$ usd,0.0,10000.0,"William Parkway, 24106"
2049824592ID,"Releasing an Independent Album:  ""Holograph"".",Indie Rock,Music,USD,2014-12-08,700.0,2014-11-07 20:48:56,855.0,successful,30,US,66782$ usd,855.0,700.0,"Maria Heights, 47258"
43175462ID,Share Chair/Modular Chair,Product Design,Design,USD,2014-09-19,175000.0,2014-07-21 16:26:25,1.0,failed,1,US,86601$ usd,1.0,175000.0,"Monica Crossing, 29883"
1096489770ID,View from Above,Photography,Photography,CAD,2014-12-06,20000.0,2014-11-06 00:12:51,0.0,failed,0,CA,80733$ usd,0.0,17271.16,"Kimberly Plains, 75806"
1773286599ID,TRANSMUTATION  DEEP WATER  HORIZON,Film & Video,Film & Video,USD,2013-10-21,61000.0,2013-09-21 00:27:08,100.0,failed,1,US,97721$ usd,100.0,61000.0,"Sara Lakes, 37604"
1892342772ID,Toussaint Morrison: Mixtape 3.0,Hip-Hop,Music,USD,2012-02-26,5000.0,2012-01-17 15:30:49,5774.96,successful,186,US,90879$ usd,5774.96,5000.0,"Heather Ford, 44344"
1145886561ID,Mi Tierra Nueva Era (Second Edition),Tabletop Games,Games,EUR,2016-03-20,13309.0,2016-02-23 16:33:38,45975.0,successful,974,ES,86040$ usd,51280.48,14844.85,"Tracy Parks, 89642"
985240670ID,*Sirenum Thea*,Animation,Film & Video,MXN,2017-02-05,85000.0,2017-01-06 23:34:03,85300.0,successful,56,MX,94660$ usd,4206.74,4191.94,"Misty Gardens, 60740"
893202486ID,Set Imago Dei in Motion!,Shorts,Film & Video,USD,2012-01-02,1600.0,2011-11-03 20:29:03,320.0,failed,5,US,66941$ usd,320.0,1600.0,"John Throughway, 72432"
1530505777ID,Soul Rolls: A re-invention of the egg roll - Retail Launch,Food,Food,USD,2014-09-06,10000.0,2014-08-07 00:26:04,2805.0,failed,31,US,97782$ usd,2805.0,10000.0,"Christopher River, 01778"
555535856ID,Keep Cinema 6 Open,Theater,Theater,USD,2014-06-21,50000.0,2014-05-22 21:25:28,1880.0,failed,75,US,68216$ usd,1880.0,50000.0,"Edward Stravenue, 33336"
765354536ID,Grown Men On Swings,Shorts,Film & Video,USD,2014-06-22,2000.0,2014-05-23 17:01:05,2097.0,successful,44,US,69962$ usd,2097.0,2000.0,"Amanda Glens, 18836"
860329790ID,Ned,Film & Video,Film & Video,GBP,2012-12-23,600.0,2012-11-20 18:32:24,72.0,failed,5,GB,96701$ usd,116.19,968.21,"Stephen Mall, 64141"
1040288012ID,Equal Xchange Records Again!,Hip-Hop,Music,USD,2012-07-23,1500.0,2012-05-24 19:08:27,1500.0,successful,35,US,64481$ usd,1500.0,1500.0,"John Parkways, 59304"
495393331ID,The Ticket,Narrative Film,Film & Video,USD,2012-08-05,75000.0,2012-06-06 22:26:39,0.0,failed,0,US,70607$ usd,0.0,75000.0,"Michelle Locks, 70348"
214487530ID,Seekios : La 1ère Vraie Balise GPS Utilisable Gratuitement,Technology,Technology,EUR,2016-07-21,30000.0,2016-06-21 06:47:03,96051.0,successful,1204,FR,73567$ usd,105790.03,33041.83,"Heather Plaza, 96824"
1641802013ID,Cream Apparel,Apparel,Fashion,USD,2017-07-13,1000.0,2017-06-13 01:05:41,0.0,failed,0,US,93442$ usd,0.0,1000.0,"Don Isle, 86889"
959076303ID,FROM SELMA TO STONEWALL - Are we there yet?,Documentary,Film & Video,USD,2014-07-19,20000.0,2014-06-19 16:32:20,21055.0,successful,109,US,55542$ usd,21055.0,20000.0,"Buchanan Spurs, 96698"
470865280ID,King Killian,Animation,Film & Video,USD,2011-01-15,480.0,2010-12-16 06:03:48,580.0,successful,10,US,77548$ usd,580.0,480.0,"James View, 72170"
571037410ID,"Save ""Houston's Lobster Roll Headquarters"" (Canceled)",Restaurants,Food,USD,2015-03-30,98928.0,2015-03-02 18:24:59,497.0,canceled,14,US,75644$ usd,497.0,98928.0,"James Gateway, 29089"
1548681052ID,Fragment (Canceled),Fiction,Publishing,USD,2015-09-18,37000.0,2015-08-19 03:49:38,0.0,canceled,0,US,76928$ usd,0.0,37000.0,"Parker Lodge, 26460"
906684365ID,Gina Sicilia Needs Your Support! (Canceled),Music,Music,USD,2012-03-18,25000.0,2012-01-18 03:36:41,2635.0,canceled,56,US,90439$ usd,2635.0,25000.0,"Spencer Locks, 07210"
2037409030ID,The Vik Bang Theory,Documentary,Film & Video,USD,2015-07-27,9000.0,2015-06-27 23:37:50,108.0,failed,2,US,70626$ usd,108.0,9000.0,"Alvin Valley, 64575"
314196533ID,GOLIATH GALLON - Two Piece Bottle. Durable. Easy Clean.,Product Design,Design,USD,2017-05-08,100000.0,2017-04-08 00:01:32,4823.0,failed,158,US,62323$ usd,4823.0,100000.0,"Nguyen Coves, 68067"
1282157260ID,Soul Reflectionz Magazine,Zines,Publishing,USD,2015-12-11,65000.0,2015-11-11 21:13:31,1035.0,failed,15,US,90632$ usd,1035.0,65000.0,"Lee Ranch, 75456"
323161419ID,SPIES: A Web Series,Webseries,Film & Video,USD,2015-04-04,25000.0,2015-02-10 07:30:05,1325.0,failed,12,US,55708$ usd,1325.0,25000.0,"Diaz Loop, 23402"
1365378999ID,The Succy Gardener,Graphic Design,Design,AUD,2017-01-01,1000.0,2016-12-02 23:49:39,1280.0,successful,19,AU,60230$ usd,939.1,733.68,"Price Loaf, 42666"
1360683558ID,Social Circus for Life,Performance Art,Art,USD,2015-04-19,80000.0,2015-03-24 15:25:28,0.0,failed,0,US,98899$ usd,0.0,80000.0,"Mills Springs, 27831"
203653206ID,Vans Of The Wall Spring Break Commercial,Film & Video,Film & Video,USD,2015-03-11,600.0,2015-03-04 18:07:16,1.0,failed,1,US,55669$ usd,1.0,600.0,"Medina Lock, 19124"
1715502271ID,NANPISA,Mobile Games,Games,CAD,2015-07-04,100870.0,2015-06-04 05:26:07,25.0,failed,1,CA,66972$ usd,19.68,79387.69,"Conner Springs, 66851"
890111187ID,american wrecking company,Metal,Music,USD,2016-12-03,8500.0,2016-11-01 07:30:31,330.0,canceled,6,US,88165$ usd,330.0,8500.0,"Baker Pass, 23221"
1540888794ID,The Filmography of Aircraft,Graphic Design,Design,USD,2014-05-23,3000.0,2014-04-23 16:42:30,25161.0,successful,340,US,75918$ usd,25161.0,3000.0,"Dalton Mount, 69809"
2032603938ID,Mit dem Hobby selbsständig Geld verdienen. (Canceled),Nature,Photography,EUR,2015-09-13,7500.0,2015-08-14 20:01:21,0.0,canceled,0,DE,67989$ usd,0.0,8564.28,"Erika Summit, 70937"
1295026970ID,Music Video Project for Single from Debut Album,Film & Video,Film & Video,USD,2013-10-27,2500.0,2013-09-27 01:29:06,110.0,failed,4,US,52073$ usd,110.0,2500.0,"Veronica Crescent, 90222"
1846731050ID,My Life App Suite,Apps,Technology,USD,2015-11-05,50000.0,2015-10-06 03:14:01,110.0,failed,3,US,58991$ usd,110.0,50000.0,"Hale Crossing, 73812"
192590082ID,Where is Joni? A Short Story Children's Picture Book,Children's Books,Publishing,USD,2016-03-25,1000.0,2016-02-24 05:14:33,1.0,failed,1,US,90352$ usd,1.0,1000.0,"Kevin Square, 56359"
295591981ID,THE INVISIBLE DOG SEASON 6,Art,Art,USD,2014-10-31,25000.0,2014-09-29 22:54:09,37000.0,successful,383,US,88374$ usd,37000.0,25000.0,"Kelly Tunnel, 95612"
395736091ID,"Herman Hedning BEER, BREWING & BASTARDS",Anthologies,Comics,SEK,2017-08-04,180000.0,2017-06-05 20:27:41,218750.0,successful,413,SE,97008$ usd,27028.2,22240.34,"Mary Harbors, 00542"
1044298758ID,Launch Flameing Daeth Fearies Regional Tour,Rock,Music,USD,2013-05-31,4500.0,2013-05-01 01:57:38,4577.7,successful,128,US,68604$ usd,4577.7,4500.0,"Moore Crossroad, 60923"
509710512ID,Until Midnight,Shorts,Film & Video,USD,2013-05-24,2000.0,2013-04-22 18:43:46,2167.0,successful,12,US,99236$ usd,2167.0,2000.0,"Hale Prairie, 94462"
807973351ID,Where'd We Eat Next Series,Shorts,Film & Video,USD,2015-03-27,5000.0,2015-02-25 17:53:14,0.0,failed,0,US,59932$ usd,0.0,5000.0,"Sally Wall, 35667"
878245757ID,Ghost Pepper Farm's F-3™ All Natural~Small Batch Hot Sauce.,Food,Food,USD,2017-07-22,2500.0,2017-06-07 01:50:58,8420.0,successful,258,US,71890$ usd,8420.0,2500.0,"Raymond Hills, 33486"
1694291230ID,Nouveau BIJOUX Playing Cards,Playing Cards,Games,EUR,2016-10-09,9000.0,2016-09-24 22:59:50,12525.0,successful,300,ES,75519$ usd,13779.94,9901.75,"Alyssa Throughway, 39059"
1810490649ID,Placebo,Comedy,Film & Video,USD,2015-04-04,2200.0,2015-03-17 23:43:44,2610.0,successful,42,US,91282$ usd,2610.0,2200.0,"Samantha Ports, 26325"
586040430ID,Press the INDYNS EP,Indie Rock,Music,USD,2011-09-19,1100.0,2011-08-20 05:18:20,1118.9,successful,22,US,55992$ usd,1118.9,1100.0,"Zachary Squares, 73317"
759846304ID,1000 Portraits,Art,Art,USD,2010-11-08,5000.0,2010-09-09 18:21:33,5415.0,successful,58,US,88168$ usd,5415.0,5000.0,"Tapia Trail, 76863"
739836615ID,American Gridiron,Tabletop Games,Games,USD,2015-11-30,6000.0,2015-10-01 09:12:09,174.0,failed,6,US,98500$ usd,174.0,6000.0,"Johnson Gateway, 85775"
172905157ID,Noche de la INDIA en Chile,Publishing,Publishing,MXN,2018-01-13,45000.0,2017-12-13 18:59:25,0.0,live,0,MX,92669$ usd,0.0,2354.54,"David Freeway, 77668"
2113643234ID,Saline's goes to New York - An epic recording project,Music,Music,USD,2010-12-26,1000.0,2010-12-02 02:52:32,1100.0,successful,22,US,81153$ usd,1100.0,1000.0,"Williams Oval, 50020"
1103411562ID,CHIP 'SHOTS'™ Beer Pong Golf,Live Games,Games,GBP,2017-09-17,2000.0,2017-09-03 00:26:37,0.0,failed,0,GB,59280$ usd,0.0,2713.63,"Angela Glens, 45728"
86320936ID,"Funding for my Debut Album: ""Seattle Rain"" (Canceled)",Indie Rock,Music,USD,2015-09-30,1000.0,2015-08-31 07:23:48,0.0,canceled,0,US,75474$ usd,0.0,1000.0,"Whitaker Neck, 87695"
302747193ID,THE LONGEST SWIM starring Wil Horneff,Narrative Film,Film & Video,USD,2012-04-24,6000.0,2012-04-10 01:17:45,0.0,failed,0,US,94094$ usd,0.0,6000.0,"Chen Fords, 72560"
1144115156ID,Nakom,Narrative Film,Film & Video,USD,2014-05-17,30000.0,2014-04-02 21:22:18,32430.31,successful,266,US,50359$ usd,32430.31,30000.0,"Griffith Club, 25487"
422516406ID,The Nicholas King hat,Accessories,Fashion,USD,2017-06-24,250.0,2017-05-25 02:36:20,2.0,failed,2,US,77010$ usd,2.0,250.0,"Tamara Garden, 06618"
1050273431ID,J.M. Liebenau's STRANGE MYSTERIES-INCIDENT IN VANCOUVER - a short mockumentary film. (Canceled),Shorts,Film & Video,USD,2010-03-06,500.0,2010-01-06 15:19:10,0.0,canceled,0,US,53090$ usd,0.0,500.0,"Amber Islands, 91735"
464904829ID,no+es :: pocket sketchbook/notepad :: U.S.A. (Canceled),Graphic Design,Design,USD,2013-06-02,1150.0,2013-05-03 22:59:39,406.0,canceled,13,US,69541$ usd,406.0,1150.0,"Horton Loop, 91083"
1600667198ID,Short fulllength sci-fi effects film about an alien planet!,Narrative Film,Film & Video,USD,2013-10-29,5000.0,2013-09-17 18:27:31,738.0,failed,9,US,95842$ usd,738.0,5000.0,"Janet Land, 78486"
1679453517ID,Warhound Game Center,Gaming Hardware,Games,USD,2015-02-13,120000.0,2015-01-14 20:19:30,6.0,failed,2,US,60008$ usd,6.0,120000.0,"Jane Parks, 15857"
2133764080ID,Local Creations art gallery,Public Art,Art,USD,2011-08-02,35000.0,2011-06-03 22:21:47,25.0,failed,1,US,55243$ usd,25.0,35000.0,"Brown Way, 92500"
159506186ID,Paintbox Studio,Places,Photography,GBP,2016-12-04,1000.0,2016-10-05 23:00:22,161.0,failed,8,GB,93228$ usd,202.54,1258.0,"Bell Garden, 85515"
1951825400ID,Business & Brews TV Show,Webseries,Film & Video,USD,2013-05-23,22000.0,2013-04-23 19:19:30,3206.0,failed,32,US,51566$ usd,3206.0,22000.0,"Villanueva Courts, 21521"
1021025528ID,Tabletop Adapters,Tabletop Games,Games,DKK,2015-04-14,50000.0,2015-03-17 22:58:30,22565.0,failed,81,DK,80049$ usd,3270.67,7247.22,"Matthew Crest, 16870"
2099139287ID,Vampire Music Novella: Audio-Visual book for Nook & Android,Fiction,Publishing,USD,2012-04-30,2000.0,2012-03-31 00:19:58,30.0,failed,2,US,79956$ usd,30.0,2000.0,"Michelle Park, 42699"
750009086ID,Tremble the Devil: terrorism distilled into stories.,Nonfiction,Publishing,USD,2012-11-08,10000.0,2012-10-09 15:03:09,415.0,failed,10,US,56202$ usd,415.0,10000.0,"Alexander Roads, 25461"
580439940ID,"""Master of Comfort""",Knitting,Crafts,USD,2017-12-22,5000.0,2017-11-11 20:11:04,9595.4,successful,63,US,61940$ usd,9595.4,5000.0,"Donna Street, 78863"
793839185ID,DURA,Art,Art,GBP,2012-12-02,25000.0,2012-11-01 20:12:22,3150.0,failed,9,GB,96140$ usd,5042.9,40023.05,"Thomas Trail, 19283"
1320856079ID,Horndog - a short film about cock addiction.,Shorts,Film & Video,USD,2016-11-30,5000.0,2016-10-30 21:25:37,5074.0,successful,83,US,68882$ usd,5074.0,5000.0,"Debra Islands, 43589"
1090860569ID,Project Full Length,Rock,Music,USD,2012-05-07,1000.0,2012-03-08 04:03:38,1190.0,successful,29,US,74302$ usd,1190.0,1000.0,"Leslie Knolls, 15687"
1534712307ID,Mowbox - A purrfect gift box!,Crafts,Crafts,USD,2015-08-13,250.0,2015-07-29 18:49:37,112.0,failed,5,US,58887$ usd,112.0,250.0,"Walker Lake, 63985"
551701143ID,Jumping to the Top,Documentary,Film & Video,USD,2013-07-27,25000.0,2013-05-28 15:29:56,3275.0,failed,12,US,52718$ usd,3275.0,25000.0,"Perez Plains, 81455"
659320627ID,Laura & Ahmed: we love learning new languages (Canceled),Animation,Film & Video,EUR,2016-06-08,30000.0,2016-04-29 22:55:51,0.0,canceled,0,FR,57846$ usd,0.0,33912.1,"Danielle Union, 82533"
1722819081ID,Paradice Board Game Cafe - London's Biggest In Bromley UK,Food,Food,GBP,2015-10-31,5000.0,2015-10-01 01:51:27,13379.5,successful,138,GB,94097$ usd,20254.17,7569.11,"Stephanie River, 51269"
1476653869ID,BBQ Empire,Food Trucks,Food,USD,2014-09-05,6000.0,2014-07-22 16:08:30,60.0,failed,3,US,59742$ usd,60.0,6000.0,"Robert Valley, 02659"
264051908ID,PaperSoil: Grow Flower on Paper.,Design,Design,USD,2017-08-18,3000.0,2017-07-19 01:47:35,3759.77,successful,76,US,74549$ usd,3759.77,3000.0,"Samantha Manors, 94764"
